,Property ID,Building name,Street address,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,x coordinate,y coordinate,Street level
2096,105963,Council House 1,196-212 Little Collins Street MELBOURNE 3000,8.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9672,-37.8138,Little Collins Street
2097,606643,Building 6,124 La Trobe Street MELBOURNE 3000,6.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,La Trobe Street
2098,109271,Century Building,125-133 Swanston Street MELBOURNE 3000,13.0,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9658,-37.8147,Swanston Street
2099,104017,Unknown building name,194-196 Flinders Street MELBOURNE 3000,6.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9681,-37.8167,Flinders Street
2100,108548,Harris Building,205-207 Russell Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9673,-37.8117,Russell Street
2101,109388,STATE LIBRARY OF VICTORIA,304-328 Swanston Street MELBOURNE 3000,6.0,Community Use,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9653,-37.8098,Swanston Street
2102,103213,Unknown building name,347 Elizabeth Street MELBOURNE 3000,3.0,Storage,High level of accessibility,Main Entrance has ramp,3.0,144.9612,-37.8107,Elizabeth Street
2103,103603,Unknown building name,221-227 Exhibition Street MELBOURNE 3000,2.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9696,-37.8107,Exhibition Street
2104,108109,Prudential Building,148-156 Queen Street MELBOURNE 3000,13.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9612,-37.8151,Queen Street
2105,105856,Maimonides,493-495 Little Bourke Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9582,-37.8147,Little Bourke Street
2106,110732,SCOTS CHURCH HALL,99-101 Russell Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9684,-37.8142,Russell Street
2107,105707,Taylors House,399-413 Lonsdale Street MELBOURNE 3000,13.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9607,-37.813,Lonsdale Street
2108,103324,Alexanders,88 Elizabeth Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9642,-37.8158,Elizabeth Street
2109,101143,Deva House,327-329 Bourke Street MELBOURNE 3000,9.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9642,-37.8143,Bourke Street
2110,108107,CPA House,166-172 Queen Street MELBOURNE 3000,9.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9608,-37.8145,Queen Street
2111,105923,Halladale House,281-283 Little Collins Street MELBOURNE 3000,4.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9652,-37.8151,Little Collins Street
2112,108111,ACA Building,118-126 Queen Street MELBOURNE 3000,13.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.8157,Queen Street
2113,105392,Wool Exchange,120-138 King Street MELBOURNE 3000,5.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9564,-37.817,King Street
2114,105861,Merritts Place Carpark,548-558 Little Bourke Street MELBOURNE 3000,7.0,Parking - Commercial Covered,Low level of accessibility,All entrances have steps,1.0,144.9559,-37.8149,Little Bourke Street
2115,105673,Unknown building name,103-105 Lonsdale Street MELBOURNE 3000,3.0,Unoccupied - Under Renovation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9693,-37.8105,Lonsdale Street
2116,105493,Unknown building name,52 La Trobe Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9672,-37.8083,La Trobe Street
2117,101118,Unknown building name,131-135 Bourke Street MELBOURNE 3000,1.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9695,-37.813,Bourke Street
2118,105732,Mauruce Blackburn House,452-456 Lonsdale Street MELBOURNE 3000,13.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9586,-37.813,Lonsdale Street
2119,105739,MIT House,386-392 Lonsdale Street MELBOURNE 3000,13.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9608,-37.8124,Lonsdale Street
2120,106914,Marks Warehouse,27 Niagara Lane MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.8131,Niagara Lane
2121,101182,Unknown building name,458-466 Bourke Street MELBOURNE 3000,14.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.8148,Bourke Street
2122,106024,Flagstaff Chambers,557-561 Little Lonsdale Street MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9554,-37.8134,Little Lonsdale Street
2123,105692,Unknown building name,213-215 Lonsdale Street MELBOURNE 3000,5.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9661,-37.8114,Lonsdale Street
2124,108536,Portland Hotel,115-127 Russell Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9682,-37.8137,Russell Street
2125,108818,Unknown building name,19 Somerset Place MELBOURNE 3000,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9624,-37.8138,Somerset Place
2126,105752,CELCIUS HOUSE,150 Lonsdale Street MELBOURNE 3000,29.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9676,-37.8101,Lonsdale Street
2127,103178,PATON BUILDING,115-117 Elizabeth Street MELBOURNE 3000,6.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9635,-37.8156,Elizabeth Street
2128,101116,Unknown building name,79-85 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.971,-37.8122,Bourke Street
2129,109406,Unknown building name,172 Swanston Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.966,-37.8137,Swanston Street
2130,109305,Unknown building name,305-307 Swanston Street MELBOURNE 3000,2.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9642,-37.811,Swanston Street
2131,108580,Unknown building name,244-246 Russell Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9673,-37.8105,Russell Street
2132,106018,Unknown building name,395-397 Little Lonsdale Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9602,-37.8119,Little Lonsdale Street
2133,101150,Kozminsky,421 Bourke Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance has ramp,3.0,144.9616,-37.8149,Bourke Street
2134,103192,Unknown building name,253 Elizabeth Street MELBOURNE 3000,3.0,Storage,Low level of accessibility,All entrances have steps,1.0,144.9622,-37.8128,Elizabeth Street
2135,105850,Farrants Building,387 Little Bourke Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9614,-37.8138,Little Bourke Street
2136,104016,St Pauls Cathedral,202 Flinders Street MELBOURNE 3000,1.0,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9677,-37.8168,Flinders Street
2137,105889,DYNASTY HOUSE,178-190 Little Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9669,-37.8119,Little Bourke Street
2138,104020,FORUM THEATRE,150-162 Flinders Street MELBOURNE 3000,6.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9694,-37.8165,Flinders Street
2139,103304,Unknown building name,398-406 Elizabeth Street MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.8093,Elizabeth Street
2140,104007,Victoria University Of Technology,300-316 Flinders Street MELBOURNE 3000,19.0,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.964,-37.8181,Flinders Street
2141,105954,Unknown building name,422-428 Little Collins Street MELBOURNE 3000,9.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9603,-37.8159,Little Collins Street
2142,606670,Building 11(former Melbourne Jail),124 La Trobe Street MELBOURNE 3000,3.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,La Trobe Street
2143,102081,Merrigold on Collins,241-245 Collins Street MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9658,-37.8161,Collins Street
2144,606638,Building 1 (Francis Ormond),124 La Trobe Street MELBOURNE 3000,3.0,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1.0,144.9646,-37.8082,La Trobe Street
2145,101130,Carlton Hotel,193-199 Bourke Street MELBOURNE 3000,5.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.8132,Bourke Street
2146,106041,Merlin Apartments,296-300 Little Lonsdale Street MELBOURNE 3000,3.0,Student Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9606,-37.8115,Little Lonsdale Street
2147,105929,EQUITABLE HOUSE,335-349 Little Collins Street MELBOURNE 3000,14.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9633,-37.8156,Little Collins Street
2148,108532,Cavendish House Apartment,27-37 Russell Street MELBOURNE 3000,9.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9692,-37.816,Russell Street
2149,104652,Cyclone House,17-19 Hardware Lane MELBOURNE 3000,3.0,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9614,-37.8142,Hardware Lane
2150,606672,Building 14,414-418 Swanston Street MELBOURNE 3000,15.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9646,-37.8082,Swanston Street
2151,105723,TELECOM,560-566 Lonsdale Street MELBOURNE 3000,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9556,-37.8137,Lonsdale Street
2152,108116,Alkira House0,18 Queen Street MELBOURNE 3000,10.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9626,-37.8183,Queen Street
2153,102087,ROYAL BANK CHAMBERS,287-301 Collins Street MELBOURNE 3000,10.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9645,-37.8164,Collins Street
2154,106022,The Dominion Building,527-533 Little Lonsdale Street MELBOURNE 3000,14.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9563,-37.8132,Little Lonsdale Street
2155,103201,Unknown building name,291-293 Elizabeth Street MELBOURNE 3000,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9617,-37.8118,Elizabeth Street
2156,102145,The Hour Glass Building,252 Collins Street MELBOURNE 3000,7.0,Storage,Low level of accessibility,All entrances have steps,1.0,144.9654,-37.8155,Collins Street
2157,597186,The Galleria,385 Bourke Street MELBOURNE 3000,4.0,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9629,-37.8149,Bourke Street
2158,108571,Unknown building name,274 Russell Street MELBOURNE 3000,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9671,-37.81,Russell Street
2159,102093,Unknown building name,375-383 Collins Street MELBOURNE 3000,18.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.962,-37.8172,Collins Street
2160,105917,THE VICTORIA HOTEL,209-221 Little Collins Street MELBOURNE 3000,9.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9671,-37.8145,Little Collins Street
2161,587670,BHP Billiton Centre,180 Lonsdale Street MELBOURNE 3000,24.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9657,-37.8107,Lonsdale Street
2162,606640,Building 3,124 La Trobe Street MELBOURNE 3000,4.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,La Trobe Street
2163,105702,Unknown building name,369-371 Lonsdale Street MELBOURNE 3000,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9617,-37.8128,Lonsdale Street
2164,108091,Unknown building name,310-314 Queen Street MELBOURNE 3000,2.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9595,-37.8114,Queen Street
2165,100156,Abaris Printery,111-125 A'Beckett Street MELBOURNE 3000,2.0,Unoccupied - Under Construction,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9602,-37.8097,A'Beckett Street
2166,103216,ARGUS BUILDING,284-294 La Trobe Street MELBOURNE 3000,7.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9608,-37.81,La Trobe Street
2167,108145,Unknown building name,8-14 Rankins Lane MELBOURNE 3000,3.0,Retail - Showroom,Low level of accessibility,All entrances have steps,1.0,144.9621,-37.8139,Rankins Lane
2168,103320,Brashs,104-110 Elizabeth Street MELBOURNE 3000,6.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.964,-37.8154,Elizabeth Street
2169,110106,Metropolitan On William Hotel,263-267 William Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9566,-37.8129,William Street
2170,105742,ASKEW HOUSE,364-372 Lonsdale Street MELBOURNE 3000,6.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9615,-37.8122,Lonsdale Street
2171,105448,Unknown building name,289 La Trobe Street MELBOURNE 3000,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9607,-37.8108,La Trobe Street
