furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1643472,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Pelham Street and Grattan Street approximately 12m South of Carlton Gardens Primary School, 215 Rathdowne Street, Carlton, 3053",-37.802114653674685, 144.969569189084
1643715,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,Queen Victoria Gardens,-37.821495586049316, 144.96966548458616
1644105,Seat - Straight Seat - Wooden Battens - Type 2 - Jolimont Reserve,Outdoor Furniture,Seat,"Jolimont Reserve approximately 56m NE of 81 Wellington Parade South, East Melbourne, 3002",-37.81649142659956, 144.98207282130608
1644106,Seat - Straight Seat - Wooden Battens - Type 2 - Jolimont Reserve,Outdoor Furniture,Seat,"Jolimont Reserve approximately 58m NE of 81 Wellington Parade South, East Melbourne, 3002",-37.81647074112486, 144.98208576684794
1644107,Seat - Straight Seat - Wooden Battens - Type 2 - Jolimont Reserve,Outdoor Furniture,Seat,"Jolimont Reserve approximately 48m NE of 81 Wellington Parade South, East Melbourne, 3002",-37.81653783931513, 144.9820150988995
1644750,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Therry Street between Victoria Street and Elizabeth Street approximately 4m South of Central City Community Health Service, 20 Therry Street, Melbourne, 3000",-37.80682526479527, 144.96065006246428
1075889,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elizabeth Street between Franklin Street and Therry Street approximately 6m NE of Jasper Hotel, 489-499 Elizabeth Street, Melbourne, 3000",-37.80741489997813, 144.9598954294728
1075412,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Victoria Street between Lygon Street and Cardigan Street approximately 7m SE of Royal Melbourne Institute Of Technology, 80-92 Victoria Street, Carlton, 3053",-37.80675830109806, 144.96488458356689
1645341,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Harbour Esplanade between Collins Street and Bourke Street approximately 69m NW of Hub@Docklands, 80 Harbour Esplanade, Docklands, 3008",-37.8192801399615, 144.94656733194478
1645342,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Harbour Esplanade between Collins Street and Bourke Street approximately 48m NW of Hub@Docklands, 80 Harbour Esplanade, Docklands, 3008",-37.81949737659779, 144.94666343994686
1645343,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Docklands Park approximately 33m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.8194786708929, 144.9461076471317
1645344,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Docklands Park approximately 38m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81945203634227, 144.9461667771023
1645345,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Harbour Esplanade between Collins Street and Bourke Street approximately 69m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81930659655513, 144.94650832078918
1645346,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Docklands Park approximately 53m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81937692811896, 144.94633494565792
1645347,Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Outdoor Furniture,Seat,"Docklands Park approximately 47m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81940492867596, 144.946271461055
1645351,Seat - Five Sided Platform - Docklands Park,Outdoor Furniture,Seat,Docklands Park,-37.820897468185045, 144.9469028550597
1645352,Seat - Modular Style - Docklands Park,Outdoor Furniture,Seat,"Docklands Park approximately 53m East of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",-37.821116227599255, 144.94651269444748
1645353,Seat - Modular Style - Docklands Park,Outdoor Furniture,Seat,Docklands Park,-37.821056143704844, 144.9467207798589
1645444,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"St Andrews Place between Lansdowne Street and MacArthur Street approximately 11m West of Ground & Pt Lvl 4, 10 St Andrews Place, East Melbourne, 3002",-37.81197293743216, 144.97714216880394
1645450,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flinders Lane between Exhibition Street and Russell Street approximately 9m SE of Select 7, 74 Flinders Lane, Melbourne, 3000",-37.8151021395912, 144.97176975712972
1646186,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 28m East of Skybus Super Shuttle, Kiosk, Ground, 163 Spencer Street, Docklands, 3008",-37.816926483535454, 144.95332340240807
1646187,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 28m East of Skybus Super Shuttle, Kiosk, Ground, 163 Spencer Street, Docklands, 3008",-37.816932021479964, 144.95332574861592
1075413,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Cardigan Street between Victoria Street and Queensberry Street approximately 17m South of Royal Melbourne Institute Of Technology, 39-49 Cardigan Street, Carlton, 3053",-37.80587685969694, 144.96439448381162
1646189,Litter Bin - Side Mounted Tin Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 4m West of RSL Of Australia (Vic), 180 Spencer Street, Melbourne, 3000",-37.81655498790366, 144.95314531771635
1646190,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 4m SW of RSL Of Australia (Vic), 180 Spencer Street, Melbourne, 3000",-37.816565065087936, 144.95314958327927
1646193,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 16m South of Bon Bon Boy - Spencer Street, Shop 102T-103T, LwrGround, 656 Little Bourke Street, Melbourne, 3000",-37.81614040697659, 144.95296672099659
1646194,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Bourke Street and Little Bourke Street approximately 17m South of Bon Bon Boy - Spencer Street, Shop 102T-103T, LwrGround, 656 Little Bourke Street, Melbourne, 3000",-37.81614855312996, 144.95296876790906
1646677,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elizabeth Street between Franklin Street and Therry Street approximately 4m West of Lost In Yunnan Elizabeth, 504 Elizabeth Street, Melbourne, 3000",-37.80718883550955, 144.96004862880903
1648060,Litter Bin - Steel 80 L Recycling Bin - Fawkner Park,Outdoor Furniture,Litter Bin,"Pasley Street between Pasley Street North and Pasley Street South approximately 23m NW of 44 Pasley Street, South Yarra, 3141",-37.84261558010216, 144.9844002086602
1648073,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Victoria Street between Cardigan Street and Swanston Street approximately 28m South of Panda Hot Pot, 96-100 Victoria Street, Carlton, 3053",-37.806889941564926, 144.9640544226137
1648354,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Sims Street between Dynon Road and Footscray Road approximately 38m NW of Butler Freight Services Pty Ltd, 77-91 Sims Street, West Melbourne, 3003",-37.80233518188303, 144.90978536079615
1648357,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Doepel Way between Docklands Drive and Newquay Promenade approximately 9m North of 3 Doepel Way, Docklands, 3008",-37.81424654048936, 144.93971599362945
1648767,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lygon Street between Argyle Place North and Grattan Street approximately 8m NW of Watts Corner Shoe Store, Ground, 264-266 Lygon Street, Carlton, 3053",-37.800906549522104, 144.96701584559764
1656015,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Little Collins Street between King Street and Spencer Street approximately 17m South of The Savoy Hotel Melbourne, The Savoy On Little Collins, 626-630 Little Collins Street, Melbourne, 3000",-37.81802743371151, 144.95412113897015
1075429,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"William Street between Bourke Street and Little Bourke Street approximately 17m NW of Quest On William, 174 William Street, Melbourne, 3000",-37.81482291488168, 144.95796087602244
1657230,Seat - Stainless Steel Seat - 3m & LED lights,Outdoor Furniture,Seat,"Swanston Street between Bourke Street and Little Bourke Street approximately 7m SW of Chang Jiang International Express Pty Ltd, 208 Swanston Street, Melbourne, 3000",-37.812925619747624, 144.96545972299492
1657232,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Canning Street between Vaughan Terrace and Macaulay Road approximately 22m SW of 86 Canning Street, North Melbourne, 3051",-37.79554055262894, 144.93933694371756
1075891,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Franklin Street between Elizabeth Street and Queen Street approximately 5m South of 7-Eleven, 463 Elizabeth Street, Melbourne, 3000",-37.80812596470881, 144.96015243889184
1075893,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of St Kilda Road and Commercial Road approximately 44m NW of Shuji Sushi Chevron, 1 Commercial Road, Melbourne, 3004",-37.844728603595215, 144.97892048169913
1658031,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Therry Street between Victoria Street and Elizabeth Street approximately 20m NW of Hotel Ibis Melbourne, Hotel Ibis, 15 Therry Street, Melbourne, 3000",-37.80661949428898, 144.9612519206166
1075894,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"St Kilda Road between Commercial Road and Moubray Street approximately 7m NW of 7-Eleven, 519 St Kilda Road, Melbourne, 3004",-37.8450689592972, 144.97906642447032
1658243,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Roden Street between Railway Place and Adderley Street approximately 9m NW of 181 Adderley Street, West Melbourne, 3003",-37.809229369516636, 144.9461032978999
1075896,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 29m North of Rice @ Chevron, 5-5A Commercial Road, Melbourne, 3004",-37.84483203062803, 144.97939131761476
1658822,Seat - Older Style Park Seat - Timber Slats,Outdoor Furniture,Seat,Alexandra Park,-37.82803316991604, 144.9847036987139
1658823,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Errol Street between Victoria Street and Queensberry Street approximately 10m NE of Errol's Cafe, 69-71 Errol Street, North Melbourne, 3051",-37.80342965129702, 144.94943689977922
1658824,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Errol Street between Victoria Street and Queensberry Street approximately 5m West of Australian Postal Corporation, Ground, 72-82 Errol Street, North Melbourne, 3051",-37.80334788121437, 144.9496885782798
1075897,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 7m NW of Rice @ Chevron, 5-5A Commercial Road, Melbourne, 3004",-37.84504901589505, 144.97935880238975
1658869,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Albert Street between Powlett Street and Clarendon Street approximately 3m South of Kiwi Tribeca Fish Burger Bar, Unit 9B, 178 Albert Street, East Melbourne, 3002",-37.810477448946784, 144.98510629023437
1658871,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rankins Road between Racecourse Road and Parsons Street approximately 6m NW of 29 Rankins Road, Kensington, 3031",-37.789345128849995, 144.93196305153361
1659130,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Little Bourke Street between Swanston Street and Elizabeth Street approximately 3m SE of Acne Studios, 330 Little Bourke Street, Melbourne, 3000",-37.81316118416349, 144.9629576162094
1659131,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Little Bourke Street between Swanston Street and Elizabeth Street approximately 6m East of Acne Studios, 330 Little Bourke Street, Melbourne, 3000",-37.81315304206243, 144.96299225870192
1659132,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Macaulay Road between Henry Street and Kensington Road approximately 8m West of Hardimans Hotel, 521 Macaulay Road, Kensington, 3031",-37.79433220872679, 144.92851622014726
1659137,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Stock Route Reserve approximately 22m West of 14G Calwell Street, Kensington, 3031",-37.788530777612245, 144.92630211796435
1659139,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Stock Route Reserve approximately 26m West of 403 Racecourse Road, Kensington, 3031",-37.78800729340601, 144.92670181390912
1659140,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Wimble Street between Morrah Street and Park Drive approximately 14m North of 29 Wimble Street, Parkville, 3052",-37.794535994172975, 144.95577409122163
1659608,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Stawell Street between Ireland Street and Dynon Road approximately 7m East of Sausages Made Simple, 118 Ireland Street, West Melbourne, 3003",-37.806175296657884, 144.94224265116054
1659883,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Little Bourke Street between King Street and Spencer Street approximately 3m SW of CitiPower Pty Ltd, Substation, 620-648 Little Bourke Street, Melbourne, 3000",-37.81584448595706, 144.95360581344957
1659884,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between King Street and Spencer Street approximately 2m North of CitiPower Pty Ltd, Substation, 651-669 Lonsdale Street, Melbourne, 3000",-37.81511430762074, 144.95284103016618
1075898,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 8m West of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, South Yarra, 3141",-37.84498394730526, 144.9805664361667
1661361,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Little Collins Street between Exhibition Street and Russell Street approximately 14m SW of 150 Little Collins Street, Melbourne, 3000",-37.81374611866936, 144.96882002736902
1661546,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"King Street between La Trobe Street and Jeffcott Street approximately 19m SE of The Moghals, 369 King Street, West Melbourne, 3003",-37.81186790720903, 144.95349888825913
1661547,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"King Street between Little Bourke Street and Lonsdale Street approximately 3m East of The Melbourne Connection Travellers Hostel, Gnd & Flr1, 205 King Street, Melbourne, 3000",-37.81535745883732, 144.95511339474288
1661550,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Kings Bridge between King Street and Yarra Promenade approximately 56m South of Sea Life Melbourne Aquarium, King Street, Melbourne, 3000",-37.82148322235936, 144.95824127917916
1662084,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Pelham Street between Leicester Street and Barry Street approximately 23m West of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",-37.80218267998658, 144.96005736027791
1662085,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Boundary Road and Racecourse Road approximately 22m NW of 7-Eleven, 415-433 Flemington Road, North Melbourne, 3051",-37.78882449977015, 144.94103484804666
